"","lat","lon"
"385",32.823193,-117.10334
"386",32.755877,-117.094753
"387",32.755013,-117.101515
"388",32.74953,-117.10017
"389",32.755004,-117.100402
"390",32.696762,-117.100169
"391",32.776688,-117.100573
"392",32.749521,-117.098398
"393",32.704016,-117.101224
"394",32.711352,-117.097559
"395",32.755267,-117.097367
"396",32.749484,-117.09614
"397",32.696716,-117.095634
"398",32.755723,-117.094161
"399",32.704026,-117.092632
"400",32.711216,-117.092967
"401",32.7929,-117.090443
"402",32.696719,-117.089143
"403",32.79287,-117.087579
"404",32.749148,-117.086568
"405",32.770324,-117.085055
"406",32.697459,-117.084277
"407",32.7047,-117.084365
"408",32.721274,-117.084389
"409",32.711708,-117.084028
"410",32.757242,-117.08294
"411",32.725658,-117.082743
"412",32.705789,-117.082259
"413",32.72141,-117.082465
"414",32.698657,-117.079747
"415",32.725984,-117.079949
"416",32.70708,-117.078386
"417",32.714997,-117.077664
"418",32.742449,-117.076933
"419",32.707637,-117.076077
"420",32.770598,-117.075838
"421",32.758419,-117.074686
"422",32.708683,-117.072511
"423",32.758716,-117.072643
"424",32.797688,-117.072861
"425",32.749096,-117.072147
"426",33.022758,-117.073798
"427",32.70905,-117.070222
"428",32.759727,-117.070229
"429",32.796226,-117.07068
"430",32.574103,-117.06593
"431",32.709285,-117.067546
"432",32.76075,-117.068017
"433",32.794003,-117.066949
"434",32.701328,-117.067062
"435",32.761502,-117.066469
"436",32.744239,-117.064406
"437",32.752892,-117.06392
"438",32.796537,-117.063972
"439",32.701249,-117.062075
"440",32.763737,-117.062645
"441",32.573346,-117.060671
"442",32.765044,-117.060445
"443",32.754223,-117.059506
"444",32.57313,-117.057566
"445",32.745467,-117.058193
"446",32.710459,-117.057784
"447",32.767032,-117.056888
"448",32.701909,-117.052254
"449",32.768556,-117.050812
"450",32.741402,-117.04889
"451",32.801597,-117.05009
"452",32.754964,-117.047114
"453",32.768621,-117.046622
"454",32.711977,-117.045034
"455",32.75515,-117.042578
"456",32.742445,-117.042382
"457",32.779336,-117.039613
"458",32.712037,-117.03958
"459",32.742688,-117.038706
"460",32.800968,-117.039488
"461",32.712045,-117.038318
"462",32.742496,-117.038285
"463",32.779828,-117.035678
"464",32.708798,-117.03498
"465",32.702105,-117.034709
"466",32.71392,-117.03483
"467",32.7096,-117.033007
"468",32.760434,-117.03286
"469",32.710823,-117.031649
"470",32.699103,-117.030388
"471",32.796579,-117.031138
"472",32.695498,-117.028955
"473",32.742674,-117.027076
"474",32.711856,-117.026496
"475",32.718435,-117.02312
"476",32.714634,-117.016884
"477",32.768789,-117.0127
"478",32.802262,-117.003956
"479",32.773283,-117.005438
"480",32.801883,-117.002449
"481",32.808293,-117.261323
"482",32.849762,-117.261102
"483",32.795226,-117.252946
"484",32.772154,-117.250731
"485",32.798749,-117.245999
"486",32.749817,-117.242821
"487",32.800334,-117.238867
"488",32.746435,-117.23756
"489",32.877183,-117.235829
"490",32.801567,-117.233221
"491",32.736953,-117.230953
"492",32.732216,-117.229989
"493",32.738425,-117.229665
"494",32.730367,-117.22857
"495",32.752837,-117.226732
"496",32.803545,-117.225966
"497",32.754753,-117.2211
"498",32.806448,-117.217947
"499",32.871821,-117.217966
"500",32.751995,-117.214665
"501",32.851206,-117.214955
"502",32.828676,-117.21296
"503",32.750634,-117.20553
"504",32.790529,-117.20296
"505",32.769068,-117.200193
"506",32.834623,-117.191316
"507",32.759408,-117.189989
"508",32.760288,-117.186417
"509",32.771639,-117.179484
"510",32.75185,-117.180118
"511",32.751864,-117.175799
"512",32.834521,-117.174864
"513",32.715844,-117.171782
"514",32.78332,-117.171434
"515",32.715857,-117.168938
"516",32.749984,-117.168458
"517",32.715804,-117.167263
"518",32.820922,-117.166408
"519",32.750008,-117.165924
"520",32.715833,-117.165501
"521",32.715855,-117.163671
"522",32.715791,-117.16088
"523",32.71158,-117.159023
"524",32.748474,-117.158089
"525",32.711627,-117.157063
"526",32.795014,-117.157137
"527",32.748494,-117.156164
"528",32.821907,-117.158424
"529",32.792929,-117.156179
"530",32.711625,-117.155184
"531",32.711646,-117.154098
"532",32.910548,-117.155934
"533",32.768493,-117.153104
"534",32.748674,-117.151073
"535",32.715847,-117.150207
"536",32.748498,-117.149308
"537",32.711638,-117.149163
"538",32.70382,-117.147477
"539",32.809728,-117.1476
"540",32.912763,-117.148427
"541",32.706375,-117.146515
"542",32.76257,-117.145932
"543",32.715872,-117.145665
"544",32.70638,-117.144704
"545",32.701794,-117.144567
"546",32.789933,-117.144938
"547",32.715879,-117.143848
"548",32.771092,-117.143839
"549",32.80979,-117.144346
"550",32.706428,-117.14226
"551",32.700235,-117.142318
"552",32.748553,-117.142108
"553",32.706436,-117.139952
"554",32.705104,-117.139454
"555",32.748539,-117.139863
"556",32.704443,-117.138488
"557",32.755458,-117.138557
"558",32.695993,-117.137873
"559",32.706456,-117.137982
"560",32.711744,-117.138
"561",32.74855,-117.137174
"562",32.762965,-117.136919
"563",32.692875,-117.135772
"564",32.711746,-117.135743
"565",32.71697,-117.135867
"566",32.702103,-117.135149
"567",32.748549,-117.134939
"568",32.696018,-117.133651
"569",32.706476,-117.133704
"570",32.701248,-117.133707
"571",32.692912,-117.133357
"572",32.711765,-117.133556
"573",32.748559,-117.132376
"574",32.701267,-117.131493
"575",32.822413,-117.131798
"576",32.711806,-117.130481
"577",32.74118,-117.129681
"578",32.701271,-117.129342
"579",32.706493,-117.129371
"580",32.692919,-117.129304
"581",32.810052,-117.129263
"582",32.763485,-117.126381
"583",32.748581,-117.126191
"584",32.711797,-117.125617
"585",32.831602,-117.126291
"586",32.763491,-117.124768
"587",32.706858,-117.122115
"588",32.763451,-117.122682
"589",32.808485,-117.122373
"590",32.75542,-117.121841
"591",32.749412,-117.12067
"592",32.69611,-117.118736
"593",32.763434,-117.119263
"594",32.696103,-117.116577
"595",32.701342,-117.116635
"596",32.704969,-117.116704
"597",32.71167,-117.116363
"598",32.704906,-117.114427
"599",32.701366,-117.112374
"600",32.755364,-117.113449
"601",32.701381,-117.110238
"602",32.711627,-117.109578
"603",32.675703,-117.10772
"604",32.696161,-117.107993
"605",32.788483,-117.108356
"606",32.749726,-117.103747
"607",32.763343,-117.107155
"608",32.696195,-117.105835
"609",32.711611,-117.10591
"610",32.749752,-117.105526
"611",32.900251,-117.107922
"612",32.734928,-117.105255
"613",32.735962,-117.104062
"614",32.700608,-117.101184
"615",32.711589,-117.102347
"616",32.755289,-117.101703
"617",32.696945,-117.101068
"618",32.749721,-117.100491
"619",32.823133,-117.100517
"620",32.749704,-117.098435
"621",32.704254,-117.0978
"622",32.749691,-117.096425
"623",32.704285,-117.093285
"624",32.711525,-117.09323
"625",32.749655,-117.093224
"626",32.696922,-117.090812
"627",32.793019,-117.091521
"628",32.756324,-117.090995
"629",32.749647,-117.089943
"630",32.704229,-117.08662
"631",32.643825,-117.08502
"632",32.770278,-117.085842
"633",32.757079,-117.085554
"634",32.697415,-117.084657
"635",32.711771,-117.084143
"636",32.757401,-117.083368
"637",32.749175,-117.083329
"638",32.705834,-117.082555
"639",32.792962,-117.082933
"640",32.749205,-117.081384
"641",32.714065,-117.080582
"642",32.726094,-117.080009
"643",32.748626,-117.078367
"644",32.707224,-117.078554
"645",32.714774,-117.078608
"646",32.698976,-117.077345
"647",32.75819,-117.077712
"648",32.742777,-117.077093
"649",32.715961,-117.075332
"650",32.710117,-117.072144
"651",33.023021,-117.073503
"652",32.770851,-117.070889
"653",32.710106,-117.070967
"654",32.759907,-117.070331
"655",32.794612,-117.068299
"656",33.022694,-117.069862
"657",32.770531,-117.064054
"658",32.753066,-117.064218
"659",32.796657,-117.064224
"660",32.710129,-117.062423
"661",32.765176,-117.060722
"662",32.710684,-117.057874
"663",32.767204,-117.05714
"664",32.769097,-117.056324
"665",32.701383,-117.055432
"666",32.755517,-117.054603
"667",32.768733,-117.052707
"668",32.711503,-117.051217
"669",32.712105,-117.048683
"670",32.720403,-117.048986
"671",32.802545,-117.044641
"672",32.72601,-117.043444
"673",32.703552,-117.04267
"674",32.768904,-117.038072
"675",32.702876,-117.036569
"676",32.758014,-117.036993
"677",32.7087,-117.035252
"678",32.702308,-117.034727
"679",32.709631,-117.033306
"680",32.797903,-117.034726
"681",32.760691,-117.032976
"682",32.710896,-117.031806
"683",32.76839,-117.033952
"684",32.768099,-117.029461
"685",32.711957,-117.026649
"686",32.718706,-117.023292
"687",32.793718,-117.020182
"688",32.769089,-117.012556
"689",32.839398,-117.277656
"690",32.845369,-117.273226
"691",32.840128,-117.274497
"692",32.846762,-117.267941
"693",32.848994,-117.262663
"694",32.808581,-117.260092
"695",32.797105,-117.253491
"696",32.739071,-117.252895
"697",32.797513,-117.251641
"698",32.795543,-117.251498
"699",32.771548,-117.247129
"700",32.798214,-117.248505
"701",32.796328,-117.247921
"702",32.799436,-117.242928
"703",32.749047,-117.241544
"704",32.799798,-117.241266
"705",32.747959,-117.239792
"706",32.797942,-117.240702
"707",32.765727,-117.238212
"708",32.751284,-117.236365
"709",32.745483,-117.235968
"710",32.744097,-117.234958
"711",32.801032,-117.235803
"712",32.799137,-117.235212
"713",32.742974,-117.23342
"714",32.741723,-117.231393
"715",32.752593,-117.230847
"716",32.799925,-117.231566
"717",32.802251,-117.23015
"718",32.74047,-117.229346
"719",32.72887,-117.226004
"720",32.801166,-117.225888
"721",32.8686,-117.225288
"722",32.804889,-117.224243
"723",32.87125,-117.223855
"724",32.861515,-117.223434
"725",32.725791,-117.220514
"726",32.805707,-117.221304
"727",32.802313,-117.220463
"728",32.72715,-117.218637
"729",32.753772,-117.217586
"730",32.802191,-117.216087
"731",32.873829,-117.210008
"732",32.807896,-117.211313
"733",32.750519,-117.209744
"734",32.851963,-117.210245
"735",32.827854,-117.209106
"736",32.74939,-117.206483
"737",32.774865,-117.206222
"738",32.773456,-117.203914
"739",32.854754,-117.205169
"740",32.828244,-117.202733
"741",32.811895,-117.201762
"742",32.834519,-117.198058
"743",32.834638,-117.19536
"744",32.769588,-117.19015
"745",32.834632,-117.18753
"746",32.818047,-117.185762
"747",32.834584,-117.183001
"748",32.81932,-117.182429
"749",32.877123,-117.183354
"750",32.834558,-117.179192
"751",32.751857,-117.177858
"752",32.87776,-117.179032
"753",32.82048,-117.176624
"754",32.751889,-117.174313
"755",32.749955,-117.171619
"756",32.878117,-117.173189
"757",32.82044,-117.172057
"758",32.761659,-117.169236
"759",32.878261,-117.168706
"760",32.791999,-117.166413
"761",32.87881,-117.165386
"762",32.750024,-117.162978
"763",32.791414,-117.163348
"764",32.748309,-117.161857
"765",32.87925,-117.16281
"766",32.766543,-117.161051
"767",32.750043,-117.161189
"768",32.807837,-117.160999
"769",32.748452,-117.159963
"770",32.832862,-117.159559
"771",32.766816,-117.159072
"772",32.775527,-117.158183
"773",32.882014,-117.156517
"774",32.821938,-117.155651
"775",32.794995,-117.154837
"776",32.748624,-117.153785
"777",32.832902,-117.15382
"778",32.711657,-117.152203
"779",32.911988,-117.152596
"780",32.706371,-117.149766
"781",32.832951,-117.149311
"782",32.88609,-117.149464
"783",32.702895,-117.146158
"784",32.71165,-117.146087
"785",32.71165,-117.144211
"786",32.888183,-117.145859
"787",32.762562,-117.144029
"788",32.832988,-117.144611
"789",32.755443,-117.142935
"790",32.762949,-117.140272
"791",32.91286,-117.1457
"792",32.889758,-117.143149
"793",32.71171,-117.140776
"794",32.772019,-117.140615
"795",32.698241,-117.13943
"796",32.809861,-117.140571
"797",32.693532,-117.138496
"798",32.716955,-117.138433
"799",32.913008,-117.138904
"800",32.696026,-117.135969
"801",32.821974,-117.134795
"802",32.802703,-117.135402
"803",32.716983,-117.134118
"804",32.913025,-117.136109
"805",32.75548,-117.132826
"806",32.762977,-117.132957
"807",32.893853,-117.134472
"808",32.913741,-117.133235
"809",32.831596,-117.131363
"810",32.755493,-117.130527
"811",32.762983,-117.130582
"812",32.748564,-117.130519
"813",32.696025,-117.129618
"814",32.721379,-117.129679
"815",32.748582,-117.128054
"816",32.916096,-117.130209
"817",32.755497,-117.128019
"818",32.711785,-117.127652
"819",32.822451,-117.129159
"820",32.692796,-117.125665
"821",32.696055,-117.125698
"822",32.701282,-117.125467
"823",32.706525,-117.125668
"824",32.748581,-117.124294
"825",32.696075,-117.123364
"826",32.711904,-117.122838
"827",32.701311,-117.122893
"828",32.917321,-117.12577
"829",32.832252,-117.122987
"830",32.706136,-117.119677
"831",32.70137,-117.119191
"832",32.763418,-117.117562
"833",32.755394,-117.117733
"834",32.749831,-117.115889
"835",32.755384,-117.116113
"836",32.755404,-117.118345
"837",32.763402,-117.1144
"838",32.749785,-117.113424
"839",32.696128,-117.11269
"840",32.711617,-117.112559
"841",32.960803,-117.11386
"842",32.763383,-117.111205
"843",32.755348,-117.111331
"844",32.96094,-117.111266
"845",32.701393,-117.108451
"846",32.956682,-117.11009
"847",32.733969,-117.106371
"848",32.755311,-117.106377
"849",32.700608,-117.104386
"850",32.763317,-117.104458
"851",32.755299,-117.104211
"852",32.898601,-117.104974
"853",32.677374,-117.101698
"854",32.737164,-117.10265
"855",32.755216,-117.099539
"856",32.70058,-117.09846
"857",32.704289,-117.101844
"858",32.711561,-117.097665
"859",32.755468,-117.097287
"860",32.696922,-117.096114
"861",32.696918,-117.094196
"862",32.704275,-117.089865
"863",32.793016,-117.089536
"864",32.756729,-117.088098
"865",32.79298,-117.088368
"866",32.749632,-117.087789
"867",32.792981,-117.086594
"868",32.696907,-117.086651
"869",32.721602,-117.082984
"870",32.644693,-117.081842
"871",32.697982,-117.081597
"872",32.792949,-117.081579
"873",32.757869,-117.080048
"874",32.771338,-117.079785
"875",32.698567,-117.080146
"876",32.727591,-117.077292
"877",32.770867,-117.076628
"878",32.797209,-117.076257
"879",32.699452,-117.075191
"880",32.747987,-117.074891
"881",32.758543,-117.075074
"882",32.798036,-117.073381
"883",32.748896,-117.072971
"884",32.743362,-117.07193
"885",32.759152,-117.071886
"886",32.709157,-117.071433
"887",32.701555,-117.070543
"888",32.79675,-117.070886
"889",32.709421,-117.0682
"890",32.701547,-117.068004
"891",32.761214,-117.067614
"892",32.752144,-117.067264
"893",32.573962,-117.0628
"894",32.744441,-117.064171
"895",32.709909,-117.064242
"896",32.701502,-117.063238
"897",32.763499,-117.063807
"898",33.019609,-117.065495
"899",32.573937,-117.066867
"900",33.018816,-117.063073
"901",32.701427,-117.059535
"902",32.745297,-117.059001
"903",32.754693,-117.058694
"904",32.710939,-117.055841
"905",32.701916,-117.052956
"906",32.801826,-117.050382
"907",32.70276,-117.049505
"908",32.75532,-117.049459
"909",32.702996,-117.044524
"910",32.768844,-117.047496
"911",32.803825,-117.04654
"912",32.755137,-117.04369
"913",32.742691,-117.043367
"914",32.768945,-117.040779
"915",32.779557,-117.040247
"916",32.755905,-117.04049
"917",32.801554,-117.040193
"918",32.77972,-117.038481
"919",32.712354,-117.037684
"920",32.715222,-117.033223
"921",32.780229,-117.032773
"922",32.797033,-117.0315
"923",32.742839,-117.031387
"924",32.762102,-117.030653
"925",32.795623,-117.028516
"926",32.767005,-117.027704
"927",32.742896,-117.027579
"928",32.76453,-117.026989
"929",32.697256,-117.026533
"930",32.717645,-117.026316
"931",32.794322,-117.02431
"932",32.69807,-117.023416
"933",32.715177,-117.017987
"934",32.714878,-117.013947
"935",32.769857,-117.010269
"936",32.802974,-117.006953
"937",32.773744,-117.004811
"938",32.802429,-117.003127
"939",32.835209,-117.277747
"940",32.827623,-117.277044
"941",32.832032,-117.276756
"942",32.825565,-117.276655
"943",32.823329,-117.275503
"944",32.821669,-117.274468
"945",32.815815,-117.270861
"946",32.809354,-117.26469
"947",32.807957,-117.259044
"948",32.803212,-117.25759
"949",32.801353,-117.257015
"950",32.799502,-117.25647
"951",32.795825,-117.255322
"952",32.790424,-117.25375
"953",32.787209,-117.253583
"954",32.852657,-117.253913
"955",32.784812,-117.252993
"956",32.855803,-117.253737
"957",32.857503,-117.253626
"958",32.714754,-117.247667
"959",32.716514,-117.247196
"960",32.869503,-117.248523
"961",32.684593,-117.244661
"962",32.68287,-117.244271
"963",32.676623,-117.243258
"964",32.871642,-117.243684
"965",32.798164,-117.240431
"966",32.709645,-117.238617
"967",32.710596,-117.23838
"968",32.792455,-117.238733
"969",32.875781,-117.23921
"970",32.788997,-117.237718
"971",32.786901,-117.236985
"972",32.782923,-117.236651
"973",32.780051,-117.236375
"974",32.784948,-117.236384
"975",32.864351,-117.236375
"976",32.723432,-117.230347
"977",32.731177,-117.229688
"978",32.725817,-117.228315
"979",32.737257,-117.218585
"980",32.741468,-117.214995
"981",32.830956,-117.215921
"982",32.751145,-117.213657
"983",32.864443,-117.212856
"984",32.779119,-117.207717
"985",32.752779,-117.203625
"986",32.85037,-117.204109
"987",32.754337,-117.202275
"988",32.771239,-117.202019
"989",32.770043,-117.201707
"990",32.807474,-117.201151
"991",32.815217,-117.201131
"992",32.844883,-117.200237
"993",32.768061,-117.199577
"994",32.757383,-117.198239
"995",32.80434,-117.199851
"996",32.747352,-117.198121
"997",32.759231,-117.196633
"998",32.837352,-117.195926
